title,year,department,award,film,img_link,film_link,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,Voice,Sets,Camera,Other credits,Based on
Awards,1965,Short films,"Children's film Award
",Popletena planeta,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650410,Popletena planeta,Pavel PROCHÁZKA,Czech Republic,1964,17 min 30 s,,puppets,,Colour,,,KRATKY FILM PRAHA AS,,Pavel Procházka,Pavel Procházka,,,Pavel Procházka,,Jiri Srnec,,,"A little boy who is unable to count goes off to the crazy planet where arithmetic doesn’t exist. After many adventures, he goes back to school to learn.",,Pavel Procházka,,,
Awards,1965,Short films,"International Critics' Award
",Ptaci kohaci,https://www.annecy.org/resources/images/t/650432.jpg,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650432,Ptaci kohaci,Vladimir LEHKY,Czech Republic,1965,09 min 30 s,,drawing on cels,,Colour,,KF AS STUDIO BATRI V TRIKU,KRATKY FILM PRAHA AS,,"Vladimir Lehky, Jiri Toman",Jiri Toman,,,Josef Hekrdla,,Stepan Konicek,,,"Two very intelligent birds, father and son, are definite about not flying.",,,,,
Awards,1965,Short films,"Special Jury Award
",Ruka,https://www.annecy.org/resources/images/t/650366.jpg,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650366,Ruka,Jirí TRNKA,Czech Republic,1965,16 min 20 s,,puppets,,Colour,,KRATKY FILM PRAHA AS,KRATKY FILM PRAHA AS,,Jiri Trnka,Jiri Trnka,,,"Bohuslav Sramek, Jan Adam",,Vaclav Trojan,,,"Harlequin the potter lives in peace till the day a hand requires him to make a model of itself... At first he resists, but the hand is stronger. It will get its portrait, and the potter will pay with his freedom and his life.",,Jiri Trnka,Jiri Trnka,,
Awards,1965,Short films,"Special Jury Award
",Un garçon plein d'avenir,https://www.annecy.org/resources/images/t/650404_1.jpg,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650404,Un garçon plein d'avenir,Peter FÖLDES,France,1965,07 min,Short film,drawing on paper,Sans dialogue ni commentaire,Colour,Adults,,ARGOS FILMS,,Földes Peter,Földes Peter,,,Földes Peter,,Luc Perini,,,"A graphic variation where a new-born baby devours its mother, then turns into a bloodthirsty monster. Some music touches him. He calms down a bit, then returns to his destructive ways, before getting squashed.",,Földes Peter,,,
Awards,1965,Advertising films,"Advertising film Award
","Manos llenas ""Triumph""",https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1965/award-winners/film-index:film-650450,"Manos llenas ""Triumph""",Bob BALSER,Spain,1964,01 min,,drawing on cels,,,,,,,,,,,,,,,,,,,,,
Awards,1963,Short films,"Jury homage for the association of animation with live action
",Igra,https://www.annecy.org/resources/images/t/630333.jpg,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630333,Igra,Dusan VUKOTIC,Croatia,1962,11 min,,"drawing on cels, live action",,Colour,,ZAGREB FILM,,,Dusan Vukotic,Dusan Vukotic,,,Dusan Vukotic,,Tomislav Simovic,,,Two children are drawing. The drawings come alive and the boys' tries to destroy the girls'. The children begin to fight.,,Zvonimir Loncaric,M. Ostrovidov,,
Awards,1963,Short films,"Helen Grayson Award for a first film
",L'œuf à la coque,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630239,L'œuf à la coque,"Marc ANDRIEUX, Bernard BREVENT",France,1963,05 min,,animated objects,,Colour,,,,,"Marc Andrieux, Bernard Brévent","Marc Andrieux, Bernard Brévent",,,"Marc Andrieux, Bernard Brévent",,M. Van Thienen,,,"An egg hatches in a landscape of sand and minerals. It develops, plunges to the ground, springs back, breaks a window and falls...",,,"Marc Andrieux, Bernard Brévent",,
Awards,1963,Short films,"International Critics' Award
",Labirynt,https://www.annecy.org/resources/images/t/630296.jpg,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630296,Labirynt,Jan LENICA,Poland,1962,13 min,,diverse techniques,,Colour,,FILM POLSKI - FILM AGENCY,,,Jan Lenica,Jan Lenica,,,Jan Lenica,,Wlodziemierz Kotonski,,,"A modern-day Icarus lands in a strange town where monstrous beings live. The idealist flees, but the hideous creatures lead him to a precipice.",,,Antoni Nurzynski,,
Awards,1963,Short films,"Special Jury Award
",Le concert de M. et Mme Kabal,https://www.annecy.org/resources/images/t/630244.jpg,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630244,Le concert de M. et Mme Kabal,Walerian BOROWCZYK,France,1962,07 min,,"drawing on cels, cut-outs",,Colour,,Jacques FORGEOT,"BORO FILMS, Walerian BOROWCZYK",,Walerian Borowczyck,Walerian Borowczyck,,,Walerian Borowczyck,,Avenir de Monfred,,Claude Blondel,"Mrs Kabal plays piano, batters Mr Kabal and cuts him up in pieces... A curious couple!",,,,,
Awards,1963,Short films,"Special Jury Award
",Ningen Dobutsuen,https://www.annecy.org/resources/images/t/630249.jpg,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630249,Ningen Dobutsuen,Yoji KURI,Japan,1962,02 min 05 s,,drawing on cels,,Colour,,Yoji KURI,,,Yoji Kuri,,,,,,Toro Takemitsu,Junosuke Okuyama,,Relationships between men and women are briefly mentioned in one single setting. A modern film adaptation of the Noh theatre.,,,Kiyoaki Ichijo,,
Awards,1963,Short films,"Children's film Award
",Qui a dit miaou ?,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630314,Qui a dit miaou ?,"Vladimir DEGTIAREV, B. VORONOV",Russia,1962,08 min,,puppets,,Colour,,SMF STUDIO (SOYUZMULTFILM),,,V. Souteev,"V. Danitevitch, A. Turina",,,"P. Petrov, V. Pouzanov, S. Chilobreev, L. Jdanov",,S. Kats,G. Martiniuk,V. Gokke,A puppy hears meowing. He asks the other animals if this is the sound they make. They all answer no and give him a blast of their own voices. The puppy finally recognises the cat.,"P. Zelenaia, I. Khjanovski, A. Baranov, A. Kelberer, T. Sapojnikova","& poupées : P. Goussev, F. Oleinikov, G. Lubinski, V. Kalachnikova, P. Gouzova","M. Kamenetski, T. Bounimovitch",,
Awards,1963,Short films,"Grand Prix
",Spatne namalovana slepice,https://www.annecy.org/resources/images/t/630337.jpg,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630337,Spatne namalovana slepice,Jiri BRDECKA,Czech Republic,1963,12 min,,drawing on cels,,Colour,,KRATKY FILM PRAHA AS,KRATKY FILM PRAHA AS,,Jiri Brdecka,"Jaroslav Malar, Zdenek Seydl",,,"B. Mozisova, J. Doubrava, K. Vodichova, L. Ciharova",,J.F. Fischer,,Marta Tuchkilova,"At school the dunce draws a Picasso style chicken on the black board. The chicken comes to life, runs away and finds itself in the teacher's garden. The teacher thinks he has discovered a new species and christens it with his own name.",,Zdenek Seydl,Ivan Masnik,,
Awards,1963,Short films,"Special Jury Award
",Stone sonata,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630245,Stone sonata,Carmen D'AVINO,USA,1962,04 min,,animated objects,,Colour,,,,,,Carmen d'Avino,,,Carmen d'Avino,,Léonard Popkin,,Carmen d'Avino,Brightly coloured stones wander along the banks and through a river.,,,Carmen d'Avino,,
Awards,1963,Short films,"Jury homage for a personal contribution to animation
",The Hole,https://www.annecy.org/resources/images/t/630300.jpg,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630300,The Hole,John HUBLEY,USA,1962,15 min,,drawing on cels,,Colour,,,PYRAMID MEDIA,,"John Hubley, Faith Hubley",,,,"Gary Mooney, Bill Littlejohn",,,,,"Two factory workers, one black, the other white, chat about this and that, notably the possibility of a world war and disarmament.","Dizzy Gillespie, George Mathews",,,,
Awards,1963,Advertising films,"Advertising film Award
",Baci Perugina,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1963/award-winners/film-index:film-630359,Baci Perugina,Harold HESS,Italy,1963,01 min,,,,,,,,,,,,,,,,,,,,,,,
Awards,1962,Feature films,"Special Jury Award
",Of Stars and Men,https://www.annecy.org/resources/images/t/620198.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620198,Of Stars and Men,"John HUBLEY, Faith HUBLEY",USA,1962,52 min,Feature film,drawing on cels,Version originale anglaise,Colour,All audiences,THE HUBLEY STUDIO INC,PYRAMID MEDIA,,,,,,,,,,,"Humankind's quest to find its place in the universe, through themes such as space, time, matter and energy.",,,,,
Awards,1962,Short films,"Satire Award
",A Lecture on Man,https://www.annecy.org/resources/images/t/620162.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620162,A Lecture on Man,Richard WILLIAMS,United Kingdom,1962,,,"drawing on paper , cut-outs , animated objects, photos",,Colour,,RICHARD WILLIAMS ANIMATION LTD,,,,,,,Richard Williams,,,,,"A Dadaist vision of man, clear-headed and full of agressive humour.",,,,,
Awards,1962,Short films,"International Critics' Award
",Alpha Omega,https://www.annecy.org/resources/images/t/620165.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620165,Alpha Omega,Bruno BOZZETTO,Italy,1961,10 min,,drawing on cels,,Colour,,STUDIO BOZZETTO SRL,,,Bruno Bozzetto,,,,Bruno Bozzetto,,Enzo Jannaci,,,"A motionless individual in the centre of the frame, from birth to death. The synthesis of human events like nature, religion, love and work take place around him.",,,,,
Awards,1962,Short films,"Special Distinction
",Bumerang,https://www.annecy.org/resources/images/t/620226.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620226,Bumerang,Boris KOLAR,Croatia,1962,10 min,,drawing on cels,,Colour,,ZAGREB FILM,,,Boris Kolar,Boris Kolar,,,,,Miljenko Prohaska,,,"Today, a butterfly can never be certain that flitting from flower to flower won’t cause major incidents...",,Zlatko Bourek,,,
Awards,1962,Short films,"Award for a first film
",I palidini di Francia,https://www.annecy.org/resources/images/t/620174.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620174,I palidini di Francia,"Emanuele LUZZATI, Giulio GIANINI",Italy,1961,,,cut-outs,,Colour,,,,,,,,,,,,,,A tale about Paladins where western knights thwart their Moorish tricks to push back these black-skined conquerors.,,,,,
Awards,1962,Short films,"Special Distinction
",Parazit,https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620207,Parazit,Vladimir LEHKY,Czech Republic,1962,08 min,,drawing on cels,,Colour,,,KRATKY FILM PRAHA AS,,Wladimir Lehky,Wladimir Lehky,,,Wladimir Lehky,,"V. Sramek, P. Kotic",,,"Two linear characters typical of Émile Cohl are situated in the same frame, in different coloured rectangles making up their respective settings. One is good, the other is bad and lives off the first.",,,,,
Awards,1962,Short films,"Grand Prix
",The Flying Man,https://www.annecy.org/resources/images/t/620166.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620166,The Flying Man,George DUNNING,United Kingdom,1962,02 min 20 s,,drawing on paper,,Colour,,"TVC LONDON, John COATES","SHORTS INTERNATIONAL / SHORTS TV, Christopher TIDMAN, TVC LONDON, Norman KAUFFMAN",,Stan Hayward,,,,George Dunning,,Ron Goodwin,,,A man is flying on the spot. Another man comes and tries to do the same but can't.,,,,,
Awards,1962,Short films,"Children's film Award
",Xiao kedou zhao mama,https://www.annecy.org/resources/images/t/620116.jpg,https://www.annecy.org/about/archives/1962/award-winners/film-index:film-620116,Xiao kedou zhao mama,"Te WEI, Chien CHIA-CHUN",China,1960,16 min,,drawing on cels,,Colour,,SHANGHAI ANIMATION FILM STUDIO,,,,D’après les peintures de Qi Baishi,,,"Tang Cheng, Yan Dingxian, Dai Tielang, Lin Wenxiao, Pu Jaxiang",,Wu Yingju,,,Tadpoles searching for their mother discover solidarity among fresh water wildlife.,,"Zhang Shaoru, Fang Pengnian","Duan Xiaoxuan, You Yong, Wang Shirong",,
Awards,1960,Short films,"Award for originality and humour
",Kod fotografa,https://www.annecy.org/resources/images/t/600040.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600040,Kod fotografa,Vatroslav MIMICA,Croatia,1959,08 min 44 s,Short film,drawing on cels,,Colour,All audiences,ZAGREB FILM,,,Vatroslav Mimica,Aleksandar Marks,,,Vladimir Jutrisa,,Aleksandar Bubanovic,,,A timid man wants his picture taken and goes to a photographer who tries his best to make his subject smile. In spite of his antics the man remains dead serious. It is only when he sees his picture that he bursts into laughter.,,"Zlatko Bourek, Zvonimir Loncaric",,,
Awards,1960,Short films,"Award for originality and humour
",Krava na mjesecu,https://www.annecy.org/resources/images/t/600030.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600030,Krava na mjesecu,Dusan VUKOTIC,Croatia,1959,11 min 33 s,Short film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,ZAGREB FILM,,,Dusan Vukotic,Zlatko Grgic,,,Zlatko Grgic,,Stipica Kalogjera,,,"An intelligent and hard-working girl is always foiled in her efforts by a happy-go-lucky boy who plays football. In order to turn the tables on him, she builds a small rocketship, persuades the boy to enter it, and fires it off.",,Ismet Voljevica,,,
Awards,1960,Short films,"Grand Prix
",Lev a písnicka,https://www.annecy.org/resources/images/t/600043.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600043,Lev a písnicka,Bretislav POJAR,Czech Republic,1959,16 min 20 s,Short film,puppets,Sans dialogue ni commentaire,Colour,All audiences,KRATKY FILM PRAHA AS,KRATKY FILM PRAHA AS,,Bretislav Pojar,,,,"B. Masnik, S. Prochazkova",,William Bukovy,,,"An old musician is walking through the desert, playing a pleasant tune on his accordion. The song wakes an evil lion who devours him and his instrument…",,Zdenek Seydl,,,
Awards,1960,Short films,"Award for social interest and graphic research
",O misto na slunci,https://www.annecy.org/resources/images/t/600067.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600067,O misto na slunci,Frantisek VYSTRCIL,Czech Republic,1959,11 min 50 s,Short film,drawing,,,All audiences,,KRATKY FILM PRAHA AS,,Frantisek Vystrcil,Frantisek Vystrcil,,,,,Vlastimil Hala,,,,,,,,
Awards,1960,Short films,"Award for musical score and sound effects
",Osvetnik,https://www.annecy.org/resources/images/t/600001.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600001,Osvetnik,Dusan VUKOTIC,Croatia,2014,14 min 15 s,Short film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,ZAGREB FILM,,,"Dusan Vukotic, Branko Ratinovic",Boris Kolar,,,Zlatko Grgic,,Aleksandar Bubanovic,Tea Brunsmid,,"A film about an unhappy man who catches his wife with a lover. He leaves to buy a gun, while plotting to kill the wife and the lover. Based on a short story by Anton Chekhov.",,Zvonko Loncaric,,,Anton Tchekhov
Awards,1960,Short films,"Children's film Award
",Petya i krasnaya shapochka,https://www.annecy.org/resources/images/t/600029.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600029,Petya i krasnaya shapochka,Boris STEPANTSEV,Russia,1958,19 min,Short film,drawing on cels,Version originale russe,Colour,"2-5 years, 6-8 years, 9-11 years",SMF STUDIO (SOYUZMULTFILM),,,Vladimir Souteiev,,,,"Fedor Khitrouk, Tatiana Taranovitch, Renata Mirenkova, Boris Dejkine, Victor Likhatchev, Anatoly Petrov, Boris Boutakov, V. Dolghikh",,Nikita Bogoslovski,Boris Filchikov,,"A modern version of ""Little Red Riding Hood"" in which Pioneer Petia helps heroes of an old fairy tale to win against the wolf.","Sergei Martinson (conteur), V. Toumanova, Valentina Sperantova (Pete), Sergei Filippov (le loup)",Anatoly Savtchencho,A. Astafyev,,
Awards,1960,Short films,"Award for its humanitarian theme and graphical research
",Pozor!,https://www.annecy.org/resources/images/t/601046.jpg,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-601046,Pozor!,Jiri BRDECKA,Czech Republic,1959,,Short film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,KRATKY FILM PRAHA AS,,,,,,,,,,,,A vigorous and ironic denunciation of man's warlike frenzy since the beginning of time. A prologue and a finale made up of images of battles and destruction frame a little story about weapons and ways of destruction throughout the ages. From the blugeon to the atomic bomb.,,,,,
Awards,1960,Short films,"Award for aesthetic research
","Prélude pour voix, orchestre et caméra",https://www.annecy.org/resources/images/t/default.png,https://www.annecy.org/about/archives/1960/award-winners/film-index:film-600056,"Prélude pour voix, orchestre et caméra",ARCADY,France,1959,10 min 30 s,Short film,"drawing on cels, special effects (optical animation in paint)",Version originale française,Colour,Adults,FILMS DE SATURNE,,,Arcady,,,,,,Arcady,,,"""Lost in an infinite and closed world, man no longer finds justification except in the desperate search for perfection."" Interpretation of a poem taken as a pretext for research into new ""animable worlds"", through new technical and plastic processes.",Paola Bremont,,,,"""La Fille de la mer et de la nuit "", Juan Liscano"
