year,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,department,Voice,Sets,Based on,Camera,Other credits,Development,Character design,Animation directors,Series creator(s),Script writer,Graphic designer
1987,Giordano,Christopher HINTON,Canada,1985,01 min 15 s,,drawing on cels,,Colour,,ONF - OFFICE NATIONAL DU FILM DU CANADA,,,"Chris Hinton, John Weldon",Chris Hinton,,,Chris Hinton,,Normand Roger,Normand Roger,,"In order to defend freedom of expression as guaranteed in the Canadian Charter of Rights and Freedom, the story of Giordano Bruno, a 16th philosopher and scientist, who was persecuted for expressing ideas that conflicted with the official doctrines of the day.",,Michel Mongeau,,,,,,,,,,
1987,Isä ja poika,Antti PERÄNNE,Finland,1986,48 s,,drawing on paper (pencil),,Colour,,STUDIO A,,,Seppo Vithoten,Antti Peränne,,,Antti Peränne,,,,,A son tries to talk to his father about the war.,,,,,,,,,,,,
1987,The Chinese Word for Horse,Richard CALLANAN,United Kingdom,1986,12 min 30 s,,drawing on cels,,Colour,,THAMES TELEVISION INTERNATIONAL LTD,THAMES TELEVISION INTERNATIONAL LTD,,John Lewis,John Stamp,,,"Stuart Brooks Animations, Da Wu Tang (Calligraphies)",,"Barbara Thompson, John Hiseman",,Andy Watmore,The Chinese character for horse comes to life and starts galloping. He encounters a farmer whose crops are ruined by a drought.,,Victoria Wood,Stuart Brooks Animations,,,,,,,,,
1987,Bande de démonstration,"Pascal BAP, Corinne CHAIX, Hervé LOIZEAU, Marialine PRIEUR",France,1987,03 min,,3D computer,,Colour,,THOMSON VIDEO EQUIPEMENT,,,,,,,,,,,,Projects for opening titles.,,,,,,,,,,,,
1987,Big Beast Quintet,Susan TATSUNO,USA,1985,10 s,,drawing on cels,,Colour,,NICKELODEON,,,Steve Linden,George Evelyn,,,"Kristine Moser, Timothy Berglund",,Eugene Pitt,,Richard Childs,Commercial for Nickelodeon MTVN: a chorus of animals and a TV set.,,,,,Melissa Mullin,,,,,,,
1987,CBF Bonjour,Pierre LACOMBE,Canada,1986,40 s,,"drawing on cels, photos, pixilation",,Colour,,CBC - RADIO-CANADA,,,"Pierre Lacombe, Graeme Ross",Graeme Ross,,,Graeme Ross,,Jean Sauvageau,,"Graeme Ross, Pierre Lacombe","A trailer for a morning radio programme in Quebec, in a kitchen at breakfast time.",,,Michel Rouette,,"Claude Lapierre, Jean Robillard",,,,,,,
1987,Fantasy Ballet for the Sun King,Antoinette STARKIEWICZ,Australia,1986,02 min 53 s,,drawing on cels,,Colour,,BURBANK ANIMATION STUDIOS,,,,Antoinette Starkiewicz,,,Antoinette Starkiewicz,,Sharon Calcraft,,Peter Jennings,"Opening titles for ""The Man in the Iron Mask"": ballet and firework display for the entertainment of King Louis XIV.",,Elizabeth Campbell,Andi Sutherland,“L’Homme au masque de fer” d’Alexandre Dumas,Gary Page,,,,,,,
1987,Getting There,Paul DRIESSEN,Canada,1986,02 min,,drawing on cels,,Colour,,LULU STUDIOS LTD,,,Paul Driessen,Paul Driessen,,,"Paul Driessen, Danny Antonucci, Dieter Mueller",,Pinewood Soundtracks,Pinewood Soundtracks,Paul Wilson,"On the Monorail train station platforms, for Expo '86 in Vancouver: by bus, by train, by plane, we have to get there!",,,Paul Driessen,,Tom Brydon,,,,,,,
1987,Harry Jesus,"Stefano CUCCURELLO, Saul SAGUATTI",Italy,1987,02 min 44 s,,drawing on cels,,Colour,,,,,,,,,,,,,,Music video.,,,,,,,,,,,,
1987,Heads,Keith WATERS,United Kingdom,1987,37 s,,"drawing on cels, puppets, 3D computer",,Colour,,,,,Keith Waters,Keith Waters,,,Keith Waters,,,Keith Waters,Keith Waters,The Queen and Margaret Thatcher as Fluck and Laws' puppet characters for BBC programme project.,,"Chris Barrie, Len Breen, Robert Powell",,,,,,,,,,
1987,Karkador,Peter CALLAS,"Japan, Australia",1986,03 min 16 s,,"drawing on cels,  2D/3D computer",,Colour,,TYRELL CORPORATION,,,,Peter Callas,,,Peter Callas,,P. Model,,Peter Callas,"Traditional Japanese imagery treated by computer to illustrate and give rhythm to the song ""Karkador"".",,,,,,,,,,,,
1987,"Loeki Intro ""Eendjes""",Henk BEUMERS,Netherlands,1986,08 s,,puppets,,Colour,,,,,Bert Kroon,Henk Beumers,,,Jan Bouwman,,Marian de Garriga,Music Farm,Henk Beumers,"Appearances of Loeki the lion, between the Dutch TV commercials.",,,"Tom Foederer, Paul Mathot, Bert Schipper",,Jan Bouwman,,,,,,,
1987,Main Course,"Bill JARCHO, Mark D'OLIVEIRA",USA,1985,10 s,,clay,,Colour,,NICKELODEON,,,,,,,Bill Jarcho,,,"Tom Pomposello, Tom Clack",,"Commercial for Nickelodeon MTV Networks: a fisherman, an elephant and a Gaul under a dishcover.",,,,,Brian Anthony,,,,,,,
1987,"MTV ""24 Hour Music News ID""",Robert O. BLECHMAN,USA,1986,10 s,,"drawing on cels, 2D computer, live action",,Colour,,"MTV - MUSIC TELEVISION, J. J. SEDELMAIER PRODUCTIONS, INC.",,,,Ink Tank,,,Tony Eastman,,Tom Pomposello,,Bruce Knapp,Trailer for MTV: a man with a moustache is holding a secretary in his hands who metamorphoses into a pianist.,,,Marc Marek,,"Daniel Easterman, Fred Murphy",,,,,,,
1987,"MTV ""24 Hour Rock'n'Roll""",Robert O. BLECHMAN,USA,1986,10 s,,"drawing on cels, 2D computer, live action",,Colour,,"THE INK TANK, J. J. SEDELMAIER",,,,"Mark Marek, Robert O. Blechman",,,Tony Eastman,,"Tom Pomposello, Fred Alan Productions","Tom Pomposello, Fred Alan Productions",Bruce Knapp,Trailer for MTV Networks: an elderly lady is holding a couple in her hands who are protesting against noise coming from the floor above.,,,Fred Murphy,,Daniel Esterman,,,,,,,
1987,"MTV ""Escape""","Bill JARCHO, Mark D'OLIVEIRA",USA,1986,10 s,,2D computer,,Colour,,MTV - MUSIC TELEVISION,,,,"William Jarcho, Mark d'Oliveira (Olive Jar Animation)",,,"Michaël Manning, Mark Trizzel",,"SFX, Willam Jarcho, Mark d'Oliveira","SFX, Willam Jarcho, Mark d'Oliveira",,"A trailer for MTV Networks: a pram, a tree and a monkey.",,,"Willam Jarcho, Mark d'Oliveira",,Mark D'Oliveira,,,,,,,
1987,"MTV ""M-Mollusk""",Carl WILLAT,USA,1986,10 s,,"drawing on cels, pixilation",,Colour,,MTV ANIMATION,,,,Colossal Pictures,,,Jane Antee,,"Greg Jones, Norman Salant",,"Carol Brzezinski, Vickie Lewis",A trailer for MTV: green grass and an express snail.,,,,,Carl Willat,,,,,,,
1987,"MTV ""Masks""","Bill JARCHO, Mark D'OLIVEIRA",USA,1986,10 s,,cut-outs,,Colour,,MTV - MUSIC TELEVISION,,,,"Bill Jarcho, Mark d'Oliveira (Olive Jar Animation)",,,Michael Manning,,"Mark d'Oliveira, William Jarcho","Mark d'Oliveira, William Jarcho","Mark d'Oliveira, William Jarcho",Trailer for MTV Networks: movements of masks and an accompaniment of cries.,,"Mark d'Oliveira, William Jarcho",,,William Jarcho,,,,,,,
1987,"MTV ""Rock News""",Robert O. BLECHMAN,USA,1986,10 s,,"drawing on cels, 2D computer, live action",,Colour,,MTV NETWORKS,,,,Robert O. Blechman,,,Ed Smith,,"Tom Pomposello, Fred Alan Production","Tom Pomposello, Fred Alan Production",Bruce Knapp,Trailer for MTV Networks: a prehistoric character in the hands of a young man.,,,,,"Daniel Esterman, Fred Murphy",,,,,,,
1987,"MTV ""Singing Fish""",Geoffrey DARBY,USA,1986,10 s,,drawing on cels,,Colour,,NICKELODEON,,,,,,,David Lubell,,Juli Davidson,,,"Trailer for Nickelodeon MTV Networks: some fish playing the piano. In the audience, some fish.",,,,,,,,,,,,
1987,"MTV ""Surrealism-M""",,USA,1986,10 s,,drawing on cels,,Colour,,MTV - MUSIC TELEVISION,,,,A to Z Productions,,,Zephyr,,John Terelle,,,"Trailer for MTV: paint, brush and an easel.",,,Zephyr,,Joey Ahlbum,,,,,,,
1987,New Threads,Jerry WEIL,USA,1986,02 min 12 s,,3D computer,,Colour,,AT + T BELL LABORATORIES,,,,Jerry Weil,,,Jerry Weil,,Peter Gabriel “Shock the Monkey”,,,"From one room to another, through space, the new threads from New Jersey.",,,,,,,,,,,,
1987,Nickelodeon Opera Bird,Marv NEWLAND,USA,1986,20 s,,"drawing on cels, drawing on paper",,Colour,,,NICKELODEON,,Marv Newland,Marv Newland,,,Dieter Mueller,,John Caroll,John Caroll,Petra Film Productions,"TV opening titles: Louis, Tri-cat, Opera Bird and Gong Boy present the Nickelodeon logo.",,"Susan Biro, Leslie Harris, Doug Parker",J. Falconer,,Tom Brydon,,,,,,,
1987,"Peter Gabriel ""Sledgehammer""",Stephen JOHNSON,United Kingdom,1986,04 min 58 s,,"clay, animated objects, pixilation",,Colour,,LIMELIGHT,,,,,,,"Aardman Animations, Stephen Quay, Timothy Quay",,Peter  Gabriel,,Visions,"Music video for Peter Gabriel: the singer in a terrible state, with tributes to Jan Svankmajer, Will Vinton, Zbigniew Rybczynski, Ken Wallace and others, but also to Aardman Animations and the Brothers Quay.",,Peter Grabriel,,,David Sproxton,,,,,,,
1987,"Soldiers ""A History of Men in Battle""",Dennis SUTTON,United Kingdom,1985,43 s,,drawing on cels,,Colour,,HIBBERT RALPH ENTERTAINMENT,,,,Dennis Sutton,,,Dennis Sutton,,Rod Argent,,Dave Farley,"Infantrymen, cavalrymen, airmen, tankmen... let's attack! A rapid look at men in battle building to a crescendo and resulting in the credits.",,,Dennis Sutton,,Graham Orrin,,,,,,,
1987,South Bank Show,Pat GAVIN,United Kingdom,1986,37 s,,drawing on paper (pencil),,Colour,,HIBBERT RALPH ENTERTAINMENT,,,,Pat Gavin,,,"Pat Gavin, Jerry Hibbert, Kim Burdon, Dennis Sutton, Alvaro Gaivoto",,Andrew Lloyd Weber,London Weekend Television,"Pat Gavin, Jerry Hibbert",Opening titles for a TV programme: famous personalities are mixed with characters from the programme.,,,,,Graham Orrin,,,,,,,
1987,Spacer,Georges LACROIX,France,1986,54 s,,3D computer,,Colour,,FANTOME,,,,Georges Lacroix,,,Dominique Pochat,,Jean-Jacques Genevart,,,"Spacer is the name of a character made in three-dimensional computer-generated images. He was conceived in order to animate a video magazine, he will be used in the opening titles and will appear in animated spots during the programme.",,,,,Sogitec,,,,,,,
1987,The Betsies,Linda GOTTFRIED,USA,1986,18 s,,2D computer,,Colour,,Linda GOTTFRIED,,,Linda Gottfried,Linda Gottfried,,,Linda Gottfried,,,,Teletronics,Seven seconds animation of a woman whose environment changes as she physically evolves.,,,Linda Gottfried,,,,,,,,,
1987,The Entertainers (III),Pat GAVIN,United Kingdom,1986,01 min,,"drawing on cels, 3D computer",,Colour,,LONDON WEEKEND TELEVISION,,,,Pat Gavin,,,Hibbert Ralph Animation,,Richard Rodney Bennet,,"Pat Gavin, Moving Picture Co","Three art-deco dancers, one red, one white, one blue (being the station-ident colours of LWT) dance across seven flying canvasses on which are painted the portraits of selected LWT stars and celebrities.",,,,,,,,,,,,
1987,Türkiye Is Bankasi Çocuk Sinemas Jenerigi,Enis Tahsin OZGUR,Turkey,1985,40 s,,drawing on cels,,Colour,,,,,"Jeffi Medina, Tahsin Ôzgür",Tahsin Ôzgür,,,Tahsin Ôzgür,,,Mehmet Kiliçel,Serdar Erçer,A clown welcomes the viewers to the fair where the screenings are held.,,,Ahmet Ôzler,,"Tahsin Ôzgür, Adnan Isbilir",,,,,,,
1987,Vert pomme,Claude LUYET,Switzerland,1985,18 s,,2D computer,,Colour,,TSR - TÉLÉVISION SUISSE ROMANDE,,,Claude Luyet,Claude Luyet,,,Claude Luyet,,Radio Télévision Suisse Romande,,Claude Luyet,Opening titles for a program for young people.,,,,,,,,,,,,
1987,Video Didact,Jules BISTER,Germany (GFR),1985,48 s,,drawing on paper (paint),,Colour,,ATELIER BISTER ANIMATION ART GMBH,,,"Jules Bister, Elka Bister",Jules Bister,,,Jules Bister,,Audiplex Studios Okko Bekker,Audiplex Studios Okko Bekker,,Opening titles for an informative series for the medical and hospital profession.,,,,,Jules Bister,,,,,,,
1987,Was Not Was “Hello Dad”,Christoph SIMON,United Kingdom,1987,01 min 35 s,,drawing on cels,,Colour,,RCA - ROYAL COLLEGE OF ART,,,Christoph Simon,Christoph Simon,,,Christoph Simon,,Was not Was,,Christoph Simon,"A promotional videoclip for the song, ""Hello Dad, I'm in Jail"".",,,,,Isabelle Perrichon,,,,,,,
1987,Runaway,Tony CHRISTOPHER,USA,1986,03 min 34 s,,drawing on cels,,Colour,,,,,,Kathy Klopp,Doug Lefler,,Chiodo Bros. Productions,,"Del Shannon, Max Crook, Luis Cardenas",,Keith Melton,"A young man, jilted in love, loses himself momentarily in a world of fantasy creatures.",,,Doug Lefler,,Steve Schklair,,,,,,,
1985,Dalias idok,József GÉMES,Hungary,1982,01 h 25 min,,drawing on paper (paint),,Colour,,PANNONIA FILM STUDIO,HUNGARO FILM,,Jozsef Gemes,,,,,,Janos Decsényi,,,"The action takes place in the 14th century, under Louis the Great (1326-1382). The main character would like to be a hero and serve his king. But his elder brother, jealous of his strength, betrays him...",Official Feature Films,,,"""Toldi"", Janos Arany",György Varga,,,,,,,
1985,"Gwen, le Livre de sable",Jean-François LAGUIONIE,France,1984,01 h 07 min,Feature film,"drawing on cels, cut-outs",Version originale française,Colour,All audiences,LA FABRIQUE PRODUCTION,,Jean-François Laguionie,"Jean-François Laguionie, Jean-Paul Gaspari",,,,"Claude Luyet, Henri Heidsieck",,Pierre Alrand,Paul Bertault,Hélène Arnal,"This story is a legend told by an old woman from the desert. It speaks of a time when all that was built by previous civilizations was drowned in sand... except one ""thing"" that was still working and unloading objects from the past in the desert...",Official Feature Films,"Michel Robin, Lorella Di Cicco",Bernard Palacios,,Pierre Darlot,,,,,,,
1985,L'Enfant invisible,André LINDON,France,1984,01 h 03 min,Feature film,drawing on cels,Sans dialogue ni commentaire,Colour,All audiences,ÉDITIONS DE MINUIT,ÉDITIONS DE MINUIT,,André Lindon,,,,André Lindon,,"Ronan Girre, Jean-Jacques Ruhlmann",,,A young boy is bored during his holidays until he meets a young transparent girl and falls in love with her. He tries to understand the mystery of this transparency.,Official Feature Films,,,,,,,,,,,
1985,The Soldier's Tale,Robert O. BLECHMAN,USA,1984,57 min 35 s,,drawing on cels,,Colour,,"BLECHMAN RO INC, Robert O. BLECHMAN",,,,,,,"Maciek Albrecht, Fred Burns, Tissa David, Tony Eastman, John R. Gaug, Yvette Kaplan, Bill Littlejohn, Fred Mogubgub, Ed Smith, Mary Szilagyi, Dean Yeagle",,"Igor Stravinsky, Los-Angeles Chamber Orchestra, Gérard Schwarz",,Ernest Troost,"A little soldier meets the devil and trades his violin against Satan's promise of good fortune. The devil changes his mask all the time: butterfly collector, radio announcer, photographer, masseur in a sauna. The little soldier on leave… Stravinsky's music sets the pace, with a judicious mixture of jazz, church music, tango, waltz and ragtime.",Official Feature Films,"Max Von Sydow, André Gregory, Galina Panova, Serge Gainsgourg, François Périer, Dusean Makavejev, Roger Carel",,Charles-Ferdinand Ramuz,,,,,,,,
1985,The Wind in the Willows,"Arthur RANKIN JR.,",USA,1983,01 h 35 min 06 s,,drawing on cels,,Colour,,RANKIN / BASS PRODUCTIONS,,,Romeo Miller,,,,Tsuqu Kubo,,"Maury Laws, Jules Bass, Judy Collins",,,"The story of Mr Toad and his pals Ratty, Badger and Mole. The quirky quartet embarks on a road-trip in Mr Toad's posh Rolls Royce. But his numerous eccentricities and boastful ways anger his friends.",Official Feature Films,"Roddy McDowell, José Ferrer, Eddie Bracken, Charles Nelson Reilly",,Kenneth Grahame,,,,,,,,
1985,Croc-Note Show,Gilles GAY,France,1985,05 min 30 s,,drawing on cels,,Colour,,BELOKAPI,BELOKAPI,,"Gilles Gay, Jean-Louis Pujol",,,,"Jean-Luc Ballester, Patrick Schwerdtle, Olivier Jean-Marie",,Jacques Loussier,,Bertrand Manzano,"An entertaining introduction to music, sounds and instruments.",,"Jean-Yves Chatelais, Philippe Peythieu, Dominique Valadié",,,Francis Pronier,,,,,,,
1985,La princesse insensible,Michel OCELOT,France,1983,04 min × 13 episodes,,drawing on cels,,Colour,,"AAA PRODUCTION - ANIMATION ART GRAPHIQUE AUDIOVISUEL,",,,,,,,,,Christian Maire,,,"The insensitive princess is bored. However, every night, a new suitor tries his luck and works wonders...",,,,,,,,,,,,
1985,19084,Heikki PAAKKANEN,Finland,1985,08 min,,"drawing on cels, 2D computer",,Colour,,,,,,,,,,,,,,A nightmare vision of selfmanipulation of mankind.,Short Films,,,,,,,,,,,
1985,5 doigts pour El Pueblo,"Bruce KREBS, Mireille BOUCARD",France,1984,04 min 15 s,,drawing on paper (charcoal),,Colour,,FILMS BRUCE KREBS,,,,,,,Bruce Krebs,,Mikko Fontaine,,,"Relating the last moments in the life of Victor Jara, a young singer murdered in a Santiago de Chile stadium.",Short Films,,,,,,,,,,,
1985,78 tours,Georges SCHWIZGEBEL,Switzerland,1985,03 min 30 s,,drawing on cels (paint),,Colour,,STUDIO GDS,,,Georges Schwizgebel,Georges Schwizgebel,,,Georges Schwizgebel,,"Alessandro Morelli, Patrick Mamie",Pierre-Alain Besse,Georges Schwizgebel,Pictures that come to mind when listening to a waltz played on an accordeon.,Short Films,,Georges Schwizgebel,,Georges Schwizgebel,,,,,,,
1985,A Short Story,Sylvie FEFER,Canada,1985,06 min 45 s,,drawing on paper (ink),,Colour,,Sylvie FEFER,Sylvie FEFER,,Sylvie Fefer,,,,"Sylvie Fefer, Dorothy Kaminski",,Don Fraser,,"Haida Paul, Debbie Rurak","A young girl suddenly finds out that her younger sister is taller than she is. Faced with the reality that she will be short in a world geared to tall people, she tries her best to adapt and to scale the world down to her size.",Short Films,,,,Jill Haras,,,,,,,
1985,A siker,Zoltan LEHOTAY,Hungary,1985,04 min,,drawing on cels,,Colour,,PANNONIA FILM STUDIO,HUNGARO FILM,,,,,,,,,,,"At the opera, after the triumph of the mouse…",Short Films,,,,,,,,,,,
1985,Ad,Rein RAAMAT,Russia,1983,16 min,,drawing on cels,,,,TALLINNFILM,TALLINNFILM,,Rein Raamat,,,,"Valter Ououzberg, Kheïki Ernits",,Lépo Souméra,,,"In the early thirties, the Estonian painter Edward Vijralt created his three famous engravings: ""The Preacher"", ""Cabaret"" and ""Hell"". The film is based on them.",Short Films,,,,Janno Poldma,,,,,,,
1985,Aeg maha,Priit PÄRN,Estonia,1984,10 min,,"drawing on cels, drawing on paper (pencil), live action",,Colour,,TALLINNFILM STUDIO,,,Priit Pärn,"Priit Pärn, Miliard Kilk",,,,,Olav Ekhala,Iulo Saar,Olev Remsy,The incredible adventures of a happy but absent-minded cat to parody the art of animation from Disney to Monty Python.,Short Films,,,,Janno Poldma,,,,,,,
1985,Ajto 8,Mária HORVÁTH,Hungary,1983,01 min 12 s,,drawing on cels,,Colour,,PANNONIA FILM STUDIO,HUNGARO FILM,,Maria Horvath,,,,,,,,,"An elderly man lounging between his rocking chair and the horizon, listens to music with a black cat on his lap.",Short Films,,,,,,,,,,,
1985,Albatros,Martial WANNAZ,Switzerland,1984,06 min,,drawing on cels,,Colour,,Martial WANNAZ,Martial WANNAZ,,,,,,"Martial Wannaz, Yves-Charles Fercoq",,"Léon Francioli, B.B.F.C.",Pierre-André Luthy,Martial Wannaz,A seaside story: a musician decides to give a double-bass concert from a hang-glider.,Short Films,,,,,,,,,,,
1985,Alternatives,Pavel PROCHÁZKA,Germany (GFR),1985,01 min 15 s,,drawing on cels,,Colour,,Pavel PROCHÁZKA,Pavel PROCHÁZKA,,Pavel Procházka,Stanislava Procházkova,,,Stanislava Procházkova,,,Pavel Procházka,Pavel Procházka,"Dogs, trees and the environment.",Short Films,,Stanislava Procházkova,,Pavel Procházka,,,,,,,
1985,Anijam,Marv NEWLAND,Canada,1984,09 min 45 s,,"drawing on cels, drawing on paper , 2D computer",,Colour,,INTERNATIONAL ROCKETSHIP LIMITED,,,,,,,"Max Bannah, Brad Kaslor, Anne Chevalier, Sally Cruickshank, Paul Driessen, Hal Fukushima, Kazunari Furuya, Zedenko Gasparovic, Zlatko Grgic, Mark Kausler, Per Lygum, Guido Manuli, Wayne Morris, Dieter Mueller, Frank Nissen, Janet Perlman, Kaj Pindal, Kathy Rose, Gordon Stanfield, Frank Terry, Paul Vester, Marv Newland",,J. Douglas Dodd,"Cal Shumiatcher, Will Waring, Paul Sharpe",Cal Shumiatcher,"An animated version of the ""cadavre exquis"" game, directed by 22 animators from different countries. A common character created by Marv Newland is seen throughout the film. The last drawing of each segment becomes the first of the next one. The animators were unaware of what came before or after their particular segment.",Short Films,,Paul Driessen,,"Tom Brydon, Svend-Erik Eriksen",,,,,,,
